Hit,Text_id,Context_before,Query_item,Context_after,Tagged_context_before,Tagged_query_item,Tagged_context_after,Matchbegin_corpus_position,Matchend_corpus_position,V1,Permittee,V2,V2_type,V2_permittee_control,V2_valency,Permitter_semantics,Permittee_semantics,Com_channel,BNC_domain,Domain_use,V1_imperative,V2_length,V1_distance
1778,HXT,"still have to deal with their own local providers and may have no realistic alternative for the bulk of their services . On top of that , purchasing power has been fragmented between DHAs and GP fundholders . While fundholding originally represented only 3&mdash;4 per cent of practices , the eligibility criteria now",<<< permit >>>,50 per cent of practices to apply . Each fundholding budget removes approximately one million pounds from the DHA 's purchasing budget . For all these reasons the bargaining leverage of purchasers in some districts may be reduced . On the supply side the freedoms given to NHS Trusts were considerably,"still_AV0 have_VHB to_TO0 deal_VVI with_PRP their_DPS own_DT0 local_AJ0 providers_NN2 and_CJC may_VM0 have_VHI no_AT0 realistic_AJ0 alternative_NN1 for_PRP the_AT0 bulk_NN1 of_PRF their_DPS services_NN2 ._PUN On_PRP top of that_DT0 ,_PUN purchasing_NN1 power_NN1 has_VHZ been_VBN fragmented_VVN between_PRP DHAs_NN2 and_CJC GP_NN1 fundholders_NN2 ._PUN While_CJS fundholding_VVG-NN1 originally_AV0 represented_VVN only_AV0-AJ0 3&mdash;4_CRD per_NN0 cent of_PRF practices_NN2 ,_PUN the_AT0 eligibility_NN1 criteria_NN2 now_AV0",<<< permit_VVB >>>,50_CRD per_NN0 cent of_PRF practices_NN2 to_TO0 apply_VVI ._PUN Each_DT0 fundholding_NN1 budget_NN1 removes_VVZ approximately_AV0 one_CRD million_CRD pounds_NN2 from_PRP the_AT0 DHA_NP0-NN1 's_POS purchasing_NN1-AJ0 budget_NN1 ._PUN For_PRP all_DT0 these_DT0 reasons_NN2 the_AT0 bargaining_NN1 leverage_NN1 of_PRF purchasers_NN2 in_PRP some_DT0 districts_NN2 may_VM0 be_VBI reduced_VVN ._PUN On_PRP the_AT0 supply_NN1 side_NN1-VVB the_AT0 freedoms_NN2 given_VVN to_PRP NHS_NP0 Trusts_NN2 were_VBD considerably_AV0,90234157,90234157,permit,50 per cent of practices,apply,verb,control,active,inanimate,animate,written,soc_sci,public,non-imperative,5,5
1780,HXV,"duty owed to trespassers is a minimum standard which can not be excluded , then this minimum standard can not be excluded against visitors . ( See &quot; Liability to trespassers &quot; , p. 119. ( iv ) Section 3(1) provides that where an occupier is bound by contract to",<<< permit >>>,"strangers to the contract to enter or use the premises , the duty of care owed to the stranger as a visitor can not be restricted or excluded by the contract . A landlord who retains control over common parts of a building such as the stairs and puts an exclusion","duty_NN1 owed_VVN-VVD to_PRP trespassers_NN2 is_VBZ a_AT0 minimum_AJ0 standard_NN1 which_DTQ can_VM0 not_XX0 be_VBI excluded_VVN ,_PUN then_AV0 this_DT0 minimum_AJ0-NN1 standard_NN1 can_VM0 not_XX0 be_VBI excluded_VVN against_PRP visitors_NN2 ._PUN (_PUL See_VVB &quot;_PUQ Liability_NN1 to_PRP trespassers_NN2 &quot;_PUQ ,_PUN p._NN1 119._CRD (_PUL iv_CRD )_PUR Section_NN1 3(1)_UNC provides_VVZ that_CJT where_CJS an_AT0 occupier_NN1 is_VBZ bound_VVN by_PRP contract_NN1 to_TO0",<<< permit_VVI >>>,"strangers_NN2 to_PRP the_AT0 contract_NN1 to_TO0 enter_VVI or_CJC use_VVI the_AT0 premises_NN2 ,_PUN the_AT0 duty_NN1 of_PRF care_NN1 owed_VVN-VVD to_PRP the_AT0 stranger_NN1 as_PRP a_AT0 visitor_NN1 can_VM0 not_XX0 be_VBI restricted_VVN or_CJC excluded_VVN by_PRP the_AT0 contract_NN1 ._PUN A_AT0 landlord_NN1 who_PNQ retains_VVZ control_NN1-VVB over_PRP-AVP common_AJ0 parts_NN2 of_PRF a_AT0 building_NN1 such_PRP as the_AT0 stairs_NN2 and_CJC puts_VVZ an_AT0 exclusion_NN1",90322481,90322481,permit,strangers to the contract,enter,verb,control,active,inanimate,animate,written,soc_sci,public,non-imperative,5,1
1781,HXW,"Messages and Some Evidential Problems &quot; 52 MLR ( 1989 ) 649 Although electronic messages potentially offer a convenient way of negotiating and establishing contractual or other rights , their use for these purposes is evidentially hazardous . Electronically stored documents are admissible in court , but because computer technology",<<< permits >>>,"documents stored on such to be edited without leaving any trace , there is the danger that if the identity of the sender of the content of the document is disputed it will be impossible to prove to the court 's satisfaction that the message is authentic . Methods of","Messages_NN2 and_CJC Some_DT0 Evidential_AJ0 Problems_NN2 &quot;_PUQ 52_CRD MLR_NP0 (_PUL 1989_CRD )_PUR 649_CRD Although_CJS electronic_AJ0 messages_NN2 potentially_AV0 offer_VVB a_AT0 convenient_AJ0 way_NN1 of_PRF negotiating_NN1-VVG and_CJC establishing_VVG contractual_AJ0 or_CJC other_AJ0 rights_NN2 ,_PUN their_DPS use_NN1 for_PRP these_DT0 purposes_NN2 is_VBZ evidentially_AV0 hazardous_AJ0 ._PUN Electronically_AV0 stored_AJ0-VVN documents_NN2 are_VBB admissible_AJ0 in_PRP court_NN1 ,_PUN but_CJC because_CJS computer_NN1 technology_NN1",<<< permits_VVZ >>>,"documents_NN2 stored_VVN-VVD on_PRP such_DT0 to_TO0 be_VBI edited_VVN without_PRP leaving_VVG any_DT0 trace_NN1-VVB ,_PUN there_EX0 is_VBZ the_AT0 danger_NN1 that_CJT if_CJS the_AT0 identity_NN1 of_PRF the_AT0 sender_NN1 of_PRF the_AT0 content_NN1 of_PRF the_AT0 document_NN1 is_VBZ disputed_VVN it_PNP will_VM0 be_VBI impossible_AJ0 to_TO0 prove_VVI to_PRP the_AT0 court_NN1 's_POS satisfaction_NN1 that_CJT the_AT0 message_NN1 is_VBZ authentic_AJ0 ._PUN Methods_NN2 of_PRF",90358873,90358873,permit,documents stored on such  ,edit,verb,no control,passive,inanimate,inanimate,written,soc_sci,public,non-imperative,4,4
1783,HXW,". By contrast the second of the appeals concerned a young couple who had signed separate , but identical , agreements with respect to a flat which stipulated that they were not to have exclusive possession . Their agreement also stated that the landlord could at any time use the rooms or",<<< permit >>>,"other persons to use the rooms together with the &quot; licensee &quot; . The Court of Appeal , having reviewed the nature of the flat and the number of beds within it , stated that it would be possible for the landlord to use the flat concurrently with the occupiers","._PUN By_PRP contrast_NN1 the_AT0 second_ORD of_PRF the_AT0 appeals_NN2 concerned_VVD a_AT0 young_AJ0 couple_NN1 who_PNQ had_VHD signed_VVN separate_AJ0 ,_PUN but_CJC identical_AJ0 ,_PUN agreements_NN2 with_PRP respect to a_AT0 flat_NN1 which_DTQ stipulated_VVD that_CJT they_PNP were_VBD not_XX0 to_TO0 have_VHI exclusive_AJ0 possession_NN1 ._PUN Their_DPS agreement_NN1 also_AV0 stated_VVN-VVD that_CJT the_AT0 landlord_NN1 could_VM0 at_PRP any_DT0 time_NN1 use_VVI the_AT0 rooms_NN2 or_CJC",<<< permit_VVB >>>,"other_AJ0 persons_NN2 to_TO0 use_VVI the_AT0 rooms_NN2 together_AV0 with_PRP the_AT0 &quot;_PUQ licensee_NN1 &quot;_PUQ ._PUN The_AT0 Court_NN1 of_PRF Appeal_NN1 ,_PUN having_VHG reviewed_VVN the_AT0 nature_NN1 of_PRF the_AT0 flat_NN1-AJ0 and_CJC the_AT0 number_NN1 of_PRF beds_NN2 within_PRP it_PNP ,_PUN stated_VVD that_CJT it_PNP would_VM0 be_VBI possible_AJ0 for_PRP the_AT0 landlord_NN1 to_TO0 use_VVI the_AT0 flat_NN1-AJ0 concurrently_AV0 with_PRP the_AT0 occupiers_NN2",90373877,90373877,permit,other persons ,use,verb,control,active,inanimate,animate,written,soc_sci,public,non-imperative,3,2
1785,HXW,"Greer LJ : The material facts are that , some time before the notice was served , the defendant had been knowingly and actively permitting the house to be used as a brothel &hellip; The covenant , the breach of which is complained of , expressly forbids the tenant to",<<< permit >>>,the premises to be used for such a purpose &hellip; In those circumstances the plaintiffs were entitled to obtain possession of the premises unless they failed to comply with the terms of s.146 of the Law of Property Act 1925 . It is conceded that in the notice given by,"Greer_VVB LJ_NP0 :_PUN The_AT0 material_NN1-AJ0 facts_NN2 are_VBB that_DT0-CJT ,_PUN some_DT0 time_NN1 before_CJS the_AT0 notice_NN1 was_VBD served_VVN ,_PUN the_AT0 defendant_NN1 had_VHD been_VBN knowingly_AV0 and_CJC actively_AV0 permitting_VVG the_AT0 house_NN1 to_TO0 be_VBI used_VVN as_PRP a_AT0 brothel_NN1 &hellip;_PUN The_AT0 covenant_NN1 ,_PUN the_AT0 breach_NN1 of_PRF which_DTQ is_VBZ complained_VVN of_PRF ,_PUN expressly_AV0 forbids_VVZ the_AT0 tenant_NN1 to_TO0",<<< permit_VVI >>>,the_AT0 premises_NN2 to_TO0 be_VBI used_VVN for_PRP such_DT0 a_AT0 purpose_NN1 &hellip;_PUN In_PRP those_DT0 circumstances_NN2 the_AT0 plaintiffs_NN2 were_VBD entitled_AJ0 to_TO0 obtain_VVI possession_NN1 of_PRF the_AT0 premises_NN2 unless_CJS they_PNP failed_VVD to_TO0 comply_VVI with_PRP the_AT0 terms_NN2 of_PRF s.146_UNC of_PRF the_AT0 Law_NN1 of_PRF Property_NN1 Act_NN1 1925_CRD ._PUN It_PNP is_VBZ conceded_VVN that_CJT in_PRP the_AT0 notice_NN1 given_VVN by_PRP,90397329,90397329,permit,the premises  ,use,verb,no control,passive,animate,inanimate,written,soc_sci,public,non-imperative,3,2
1786,HXX,"genuine act by Cnut , Lyfing 's complaint about the uselessness of existing charters may well be an allusion to the activities of those same officials . It was not to be the last . In S 987 , a writ from 1035 , Cnut declares that he will not",<<< permit >>>,"wrong to be done to Canterbury no matter who may be reeve ( presumably of Kent ) &mdash; a clear indication that it was still suffering from the attentions of his men . There were thus many reasons , grounded in both &AElig;thelred 's reign and his own , why individual churchmen","genuine_AJ0 act_NN1 by_PRP Cnut_NP0-NN1 ,_PUN Lyfing_NP0 's_POS complaint_NN1 about_PRP the_AT0 uselessness_NN1 of_PRF existing_AJ0 charters_NN2 may_VM0 well_AV0 be_VBI an_AT0 allusion_NN1 to_PRP the_AT0 activities_NN2 of_PRF those_DT0 same_DT0 officials_NN2 ._PUN It_PNP was_VBD not_XX0 to_TO0 be_VBI the_AT0 last_ORD ._PUN In_PRP S_ZZ0 987_CRD ,_PUN a_AT0 writ_NN1 from_PRP 1035_CRD ,_PUN Cnut_NP0-NN1 declares_VVZ that_CJT he_PNP will_VM0 not_XX0",<<< permit_VVI >>>,"wrong_AJ0 to_TO0 be_VBI done_VDN to_PRP Canterbury_NP0 no_PNQ matter who may_VM0 be_VBI reeve_NN1 (_PUL presumably_AV0 of_PRF Kent_NP0 )_PUR &mdash;_PUN a_AT0 clear_AJ0 indication_NN1 that_CJT it_PNP was_VBD still_AV0 suffering_VVG-AJ0 from_PRP the_AT0 attentions_NN2 of_PRF his_DPS men_NN2 ._PUN There_EX0 were_VBD thus_AV0 many_DT0 reasons_NN2 ,_PUN grounded_VVN-VVD in_PRP-AVP both_AV0 &AElig;thelred_AJ0 's_POS reign_NN1 and_CJC his_DPS own_DT0 ,_PUN why_AVQ individual_AJ0 churchmen_NN2",90441559,90441559,permit,wrong  ,do,verb,no control,passive,animate,inanimate,written,world_affairs,public,non-imperative,2,1
1787,HXY,"( in Levinson 's words , quoted above ) is thus the ultimate arbiter of the &quot; meaning &quot; of code switching . As Auer puts it ( 1984a : 5 ) , &quot; under close scrutiny , the details of the sequential embeddedness of language choice and language alternation",<<< permit >>>,us to formulate the coherent procedural model we are looking for &quot; . The attractions of the CA methodology in the study of code switching can be summarised as follows : ( 1 ) The CA approach avoids premature theorising about what is or is not of interest to the,"(_PUL in_PRP Levinson_NP0 's_POS words_NN2 ,_PUN quoted_VVN above_AV0 )_PUR is_VBZ thus_AV0 the_AT0 ultimate_AJ0 arbiter_NN1 of_PRF the_AT0 &quot;_PUQ meaning_NN1 &quot;_PUQ of_PRF code_NN1 switching_NN1-VVG ._PUN As_CJS Auer_NP0 puts_VVZ it_PNP (_PUL 1984a_UNC :_PUN 5_CRD )_PUR ,_PUN &quot;_PUQ under_PRP close_AJ0 scrutiny_NN1 ,_PUN the_AT0 details_NN2 of_PRF the_AT0 sequential_AJ0 embeddedness_NN1 of_PRF language_NN1 choice_NN1 and_CJC language_NN1 alternation_NN1",<<< permit_VVB >>>,us_PNP to_TO0 formulate_VVI the_AT0 coherent_AJ0 procedural_AJ0 model_NN1 we_PNP are_VBB looking_VVG for_PRP &quot;_PUQ ._PUN The_AT0 attractions_NN2 of_PRF the_AT0 CA_NP0 methodology_NN1 in_PRP the_AT0 study_NN1 of_PRF code_NN1 switching_NN1 can_VM0 be_VBI summarised_VVN as_CJS follows_VVZ :_PUN (_PUL 1_CRD )_PUR The_AT0 CA_NP0 approach_VVI avoids_VVZ premature_AJ0 theorising_NN1-VVG about_PRP what_DTQ is_VBZ or_CJC is_VBZ not_XX0 of_PRF interest_NN1 to_PRP the_AT0,90490458,90490458,permit,us,formulate,verb,control,active,inanimate,animate,written,soc_sci,public,non-imperative,9,1
1795,HY5,"to it . This was still universally seen , at least until well into the eighteenth century , as one of his most important duties , perhaps the most important of all . &quot; An ambassador &quot; , wrote an anonymous author of the early seventeenth century , &quot; must not",<<< permit >>>,"or allow anyone to challenge or in any other way offend the honour of his Prince on any subject at all &quot; , while more than sixty years later Wicquefort could still assume that ceremonial niceties must be an essential preoccupation of any diplomat . Such assumptions , and the need for","to_PRP it_PNP ._PUN This_DT0 was_VBD still_AV0 universally_AV0 seen_VVN ,_PUN at_AV0 least until_CJS well_AV0 into_PRP the_AT0 eighteenth_ORD century_NN1 ,_PUN as_PRP one_CRD of_PRF his_DPS most_AV0 important_AJ0 duties_NN2 ,_PUN perhaps_AV0 the_AT0 most_AV0 important_AJ0 of_PRF all_DT0 ._PUN &quot;_PUQ An_AT0 ambassador_NN1 &quot;_PUQ ,_PUN wrote_VVD an_AT0 anonymous_AJ0 author_NN1 of_PRF the_AT0 early_AJ0 seventeenth_ORD century_NN1 ,_PUN &quot;_PUQ must_VM0 not_XX0",<<< permit_VVI >>>,"or_CJC allow_VVI anyone_PNI to_TO0 challenge_VVI or_CJC in_PRP any_DT0 other_AJ0 way_NN1 offend_VVB the_AT0 honour_NN1 of_PRF his_DPS Prince_NN1 on_PRP any_DT0 subject_NN1 at_AV0 all &quot;_PUQ ,_PUN while_CJS more_AV0 than sixty_CRD years_NN2 later_AV0 Wicquefort_NP0-NN1 could_VM0 still_AV0 assume_VVI that_CJT ceremonial_AJ0-NN1 niceties_NN2 must_VM0 be_VBI an_AT0 essential_AJ0 preoccupation_NN1 of_PRF any_DT0 diplomat_NN1 ._PUN Such_DT0 assumptions_NN2 ,_PUN and_CJC the_AT0 need_NN1 for_PRP",90607720,90607720,permit,or allow anyone ,challenge,verb,control,active,animate,animate,written,world_affairs,public,non-imperative,9,3
1796,HY7,". The prime disadvantages , he believed , were two : &quot; Absence of a territorial military organization &quot; and the &quot; need to maintain a large peacetime army at great expense due to the lack of a &hellip; reserve &quot; . In Miliutin 's words , &quot; serfdom does not",<<< permit >>>,us either to reduce the term of service or to increase the number of unlimited leaves so as to diminish the present number of troops &quot; . Disquiet among supporters of the regime was to be found not only in the St Petersburg ministries but also at the imperial court and,"._PUN The_AT0 prime_AJ0 disadvantages_NN2 ,_PUN he_PNP believed_VVD ,_PUN were_VBD two_CRD :_PUN &quot;_PUQ Absence_NN1 of_PRF a_AT0 territorial_AJ0 military_AJ0 organization_NN1 &quot;_PUQ and_CJC the_AT0 &quot;_PUQ need_NN1 to_TO0 maintain_VVI a_AT0 large_AJ0 peacetime_NN1 army_NN1 at_PRP great_AJ0 expense_NN1 due_PRP to the_AT0 lack_NN1 of_PRF a_AT0 &hellip;_PUN reserve_VVB &quot;_PUQ ._PUN In_PRP Miliutin_NP0 's_POS words_NN2 ,_PUN &quot;_PUQ serfdom_NN1 does_VDZ not_XX0",<<< permit_VVI >>>,us_PNP either_AV0 to_TO0 reduce_VVI the_AT0 term_NN1 of_PRF service_NN1 or_CJC to_TO0 increase_VVI the_AT0 number_NN1 of_PRF unlimited_AJ0 leaves_NN2 so_AV0 as to_TO0 diminish_VVI the_AT0 present_AJ0-NN1 number_NN1 of_PRF troops_NN2 &quot;_PUQ ._PUN Disquiet_VVB-NN1 among_PRP supporters_NN2 of_PRF the_AT0 regime_NN1 was_VBD to_TO0 be_VBI found_VVN not_XX0 only_AV0 in_PRP the_AT0 St_NP0 Petersburg_NP0 ministries_NN2 but_CJC also_AV0 at_PRP the_AT0 imperial_AJ0 court_NN1 and_CJC,90717938,90717938,permit,us either  ,reduce,verb,control,active,inanimate,animate,written,world_affairs,public,non-imperative,6,2
1797,HY7,"to sell it . Thus nobles who decided to be obstreperous could perpetuate &quot; temporary obligation &quot; indefinitely . Remarkably , nobles chose to be accommodating . &quot; At the beginning of 1881 no less than 84.7 per cent of former serfs had become owners of their allotments &quot; . The gentry",<<< permitted >>>,"their former serfs to become smallholders because the legislation of 1861 enabled them to part with land on extremely advantageous terms . The statutes laid down the maximum size of peasant land allotments . Where peasants were already working areas larger than the maximum , landowners were allowed to trim","to_TO0 sell_VVI it_PNP ._PUN Thus_AV0 nobles_NN2 who_PNQ decided_VVD to_TO0 be_VBI obstreperous_AJ0 could_VM0 perpetuate_VVI &quot;_PUQ temporary_AJ0 obligation_NN1 &quot;_PUQ indefinitely_AV0 ._PUN Remarkably_AV0 ,_PUN nobles_NN2 chose_VVD to_TO0 be_VBI accommodating_VVG ._PUN &quot;_PUQ At_PRP the_AT0 beginning_NN1 of_PRF 1881_CRD no_AV0 less_AV0 than 84.7_CRD per_NN0 cent of_PRF former_DT0 serfs_NN2 had_VHD become_VVN owners_NN2 of_PRF their_DPS allotments_NN2 &quot;_PUQ ._PUN The_AT0 gentry_NN0",<<< permitted_VVD >>>,"their_DPS former_DT0 serfs_NN2 to_TO0 become_VVI smallholders_NN2 because_CJS the_AT0 legislation_NN1 of_PRF 1861_CRD enabled_VVD them_PNP to_TO0 part_VVI with_PRP land_NN1 on_PRP-AVP extremely_AV0 advantageous_AJ0 terms_NN2 ._PUN The_AT0 statutes_NN2 laid_VVD-VVN down_AVP-PRP the_AT0 maximum_AJ0-NN1 size_NN1 of_PRF peasant_NN1 land_NN1 allotments_NN2 ._PUN Where_CJS peasants_NN2 were_VBD already_AV0 working_NN1 areas_NN2 larger_AJC than_CJS the_AT0 maximum_NN1 ,_PUN landowners_NN2 were_VBD allowed_VVN to_TO0 trim_VVI",90731281,90731281,permit,their former serfs  ,become,verb,control,active,animate,animate,written,world_affairs,public,non-imperative,6,3
1798,HY7,"gentry . Having been a diehard opponent of freeing the serfs , he was very interested indeed in continuing the fight for noble rights through the medium of the courts . In respect of the law he became a radical . In January 1862 he convinced the tsar of the need to",<<< permit >>>,"Russian jurists to derive their reform plans from the examples of west European states . Within a year his civil servants produced a document called &quot; The Basic Principles for the Reform of the Courts &quot; , which recommended all the steps Panin and Bludov had resisted for twenty years","gentry_NN0 ._PUN Having_VHG been_VBN a_AT0 diehard_AJ0 opponent_NN1 of_PRF freeing_VVG the_AT0 serfs_NN2 ,_PUN he_PNP was_VBD very_AV0 interested_AJ0 indeed_AV0 in_PRP continuing_VVG the_AT0 fight_NN1 for_PRP noble_AJ0 rights_NN2 through_PRP the_AT0 medium_NN1 of_PRF the_AT0 courts_NN2 ._PUN In_PRP respect of the_AT0 law_NN1 he_PNP became_VVD a_AT0 radical_NN1-AJ0 ._PUN In_PRP January_NP0 1862_CRD he_PNP convinced_VVD the_AT0 tsar_NN1 of_PRF the_AT0 need_NN1 to_TO0",<<< permit_VVI >>>,"Russian_AJ0 jurists_NN2 to_TO0 derive_VVI their_DPS reform_NN1 plans_VVZ-NN2 from_PRP the_AT0 examples_NN2 of_PRF west_NN1 European_AJ0 states_NN2 ._PUN Within_PRP a_AT0 year_NN1 his_DPS civil_AJ0 servants_NN2 produced_VVD-VVN a_AT0 document_NN1 called_VVN-VVD &quot;_PUQ The_AT0 Basic_AJ0 Principles_NN2 for_PRP the_AT0 Reform_NN1 of_PRF the_AT0 Courts_NN2 &quot;_PUQ ,_PUN which_DTQ recommended_VVD all_DT0 the_AT0 steps_NN2 Panin_NN1-NP0 and_CJC Bludov_NP0 had_VHD resisted_VVN for_PRP twenty_CRD years_NN2",90744686,90744686,permit,Russian jurists  ,derive,verb,control,active,animate,animate,written,world_affairs,public,non-imperative,6,2
1799,HY8,"best promise of preventing a repetition elsewhere of the events in Baghdad . But at the same time the president refused to listen to the more ambitious suggestions emanating from London . The British were left to act on their own in Jordan , although Washington did persuade Israel to",<<< permit >>>,the British to overfly its territory . Both powers withdrew their forces from Jordan and Lebanon as quickly as possible . There has been no little debate over the wisdom and effects of these operations . Yet it seems clear that Eisenhower acted only when he was convinced that delay,"best_AJS promise_NN1 of_PRF preventing_VVG a_AT0 repetition_NN1 elsewhere_AV0 of_PRF the_AT0 events_NN2 in_PRP Baghdad_NP0 ._PUN But_CJC at_PRP the_AT0 same_DT0 time_NN1 the_AT0 president_NN1 refused_VVD-VVN to_TO0 listen_VVI to_PRP the_AT0 more_AV0 ambitious_AJ0 suggestions_NN2 emanating_VVG from_PRP London_NP0 ._PUN The_AT0 British_AJ0 were_VBD left_VVN to_TO0 act_VVI on_PRP-AVP their_DPS own_DT0 in_PRP Jordan_NP0 ,_PUN although_CJS Washington_NP0 did_VDD persuade_VVI Israel_NP0 to_TO0",<<< permit_VVI >>>,the_AT0 British_AJ0 to_TO0 overfly_AV0 its_DPS territory_NN1 ._PUN Both_DT0 powers_NN2 withdrew_VVD their_DPS forces_NN2 from_PRP Jordan_NP0 and_CJC Lebanon_NP0 as_AV0 quickly_AV0 as_CJS possible_AJ0 ._PUN There_EX0 has_VHZ been_VBN no_AT0 little_AJ0 debate_NN1 over_PRP the_AT0 wisdom_NN1 and_CJC effects_NN2 of_PRF these_DT0 operations_NN2 ._PUN Yet_AV0 it_PNP seems_VVZ clear_AJ0 that_CJT Eisenhower_NP0 acted_VVD only_AV0 when_CJS he_PNP was_VBD convinced_AJ0 that_CJT-DT0 delay_VVB-NN1,90782213,90782213,permit,the British  ,overfly,verb,control,active,animate,animate,written,world_affairs,public,non-imperative,7,2
1800,HYX,"issue ? We could introduce it for a trial period , we could I do n't mind , I , I 'm relaxed about it , I think Councillor 's point of view , and it is a valid point of view , erm , shall we , shall we",<<< permit >>>,"the officers to negotiate using their best endeavours and see how it goes , but have a special meeting , but play it by ear , everybody happy with that then ? So we 're happy with the twenty thousand pounds which we need to find from our already er","issue_NN1 ?_PUN We_PNP could_VM0 introduce_VVI it_PNP for_PRP a_AT0 trial_NN1 period_NN1 ,_PUN we_PNP could_VM0 I_PNP do_VDB n't_XX0 mind_VVI ,_PUN I_PNP ,_PUN I_PNP 'm_VBB relaxed_AJ0-VVN about_PRP it_PNP ,_PUN I_PNP think_VVB Councillor_NN1 's_POS point_NN1 of_PRF view_NN1 ,_PUN and_CJC it_PNP is_VBZ a_AT0 valid_AJ0 point_NN1 of_PRF view_NN1 ,_PUN erm_UNC ,_PUN shall_VM0 we_PNP ,_PUN shall_VM0 we_PNP",<<< permit_VVI >>>,"the_AT0 officers_NN2 to_TO0 negotiate_VVI using_VVG their_DPS best_AJS endeavours_NN2 and_CJC see_VVB how_AVQ it_PNP goes_VVZ ,_PUN but_CJC have_VHB a_AT0 special_AJ0 meeting_NN1 ,_PUN but_CJC play_VVB it_PNP by_PRP ear_NN1 ,_PUN everybody_PNI happy_AJ0 with_PRP that_DT0 then_AV0 ?_PUN So_AV0 we_PNP 're_VBB happy_AJ0 with_PRP the_AT0 twenty_CRD thousand_CRD pounds_NN2 which_DTQ we_PNP need_VVB to_TO0 find_VVI from_PRP our_DPS already_AV0 er_UNC",91105418,91105418,permit,the officers  ,negotiate,verb,control,active,animate,animate,spoken,public_institutional,public,non-imperative,9,2
1805,J0U,clear that the slope of the tangent to the production function at this point is also equal to the marginal product of labour . Hence the angle of the arrowhead measures the marginal product of labour . Applying the marginal productivity theory of the demand for labour in perfect competition,<<< permits >>>,"us to interpret the same angle as a measure of the real wage rate . We therefore observe that , with a real wage rate w 1 , the tangency solution of conventional price theory yields values for both the profit maximizing level of output , , and the demand",clear_AJ0 that_CJT the_AT0 slope_NN1 of_PRF the_AT0 tangent_NN1 to_PRP the_AT0 production_NN1 function_NN1 at_PRP this_DT0 point_NN1 is_VBZ also_AV0 equal_AJ0 to_PRP the_AT0 marginal_AJ0 product_NN1 of_PRF labour_NN1 ._PUN Hence_AV0 the_AT0 angle_NN1 of_PRF the_AT0 arrowhead_NN1 measures_VVZ the_AT0 marginal_AJ0 product_NN1 of_PRF labour_NN1 ._PUN Applying_VVG the_AT0 marginal_AJ0 productivity_NN1 theory_NN1 of_PRF the_AT0 demand_NN1 for_PRP labour_NN1 in_PRP perfect_AJ0 competition_NN1,<<< permits_VVZ >>>,"us_PNP to_TO0 interpret_VVI the_AT0 same_DT0 angle_NN1 as_CJS a_AT0 measure_NN1 of_PRF the_AT0 real_AJ0 wage_NN1 rate_NN1 ._PUN We_PNP therefore_AV0 observe_VVB that_CJT-DT0 ,_PUN with_PRP a_AT0 real_AJ0 wage_NN1 rate_NN1 w_ZZ0 1_CRD ,_PUN the_AT0 tangency_NN1 solution_NN1 of_PRF conventional_AJ0 price_NN1 theory_NN1 yields_VVZ values_NN2 for_PRP both_DT0 the_AT0 profit_NN1 maximizing_VVG level_NN1 of_PRF output_NN1 ,_PUN ,_PUN and_CJC the_AT0 demand_NN1",91269912,91269912,permit,us,interpret,verb,control,active,animate,animate,written,soc_sci,public,non-imperative,9,1
1806,J0V,"a GIS involves the storage , and manipulation of spatial data as well as the use of a graphical display system ( 2 or 3 dimensional data display ) it is feasible that the impression conveyed by the same data used in conjunction with a different display system might be distorted and might not",<<< permit >>>,"future users to comprehend the meaning that it originally communicated . It will be crucial to know about the context(s) in which the system had been used . For example , was the end-user the decision maker or not ? Focusing too heavily on large databases ignores the growing trend toward","a_AT0 GIS_NN2 involves_VVZ the_AT0 storage_NN1 ,_PUN and_CJC manipulation_NN1 of_PRF spatial_AJ0 data_NN0 as_PRP well as the_AT0 use_NN1 of_PRF a_AT0 graphical_AJ0 display_NN1 system_NN1 (_PUL 2_CRD or_CJC 3_CRD dimensional_AJ0 data_NN0 display_VVB-NN1 )_PUR it_PNP is_VBZ feasible_AJ0 that_CJT the_AT0 impression_NN1 conveyed_VVN by_PRP the_AT0 same_DT0 data_NN0 used_VVN-VVD in_PRP conjunction with a_AT0 different_AJ0 display_NN1 system_NN1 might_VM0 be_VBI distorted_VVN-AJ0 and_CJC might_VM0 not_XX0",<<< permit_VVI >>>,"future_AJ0 users_NN2 to_TO0 comprehend_VVI the_AT0 meaning_NN1 that_CJT it_PNP originally_AV0 communicated_VVD ._PUN It_PNP will_VM0 be_VBI crucial_AJ0 to_TO0 know_VVI about_PRP the_AT0 context(s)_NN2 in_PRP which_DTQ the_AT0 system_NN1 had_VHD been_VBN used_VVN ._PUN For_AV0 example ,_PUN was_VBD the_AT0 end-user_NN1 the_AT0 decision_NN1 maker_NN1 or_CJC not_XX0 ?_PUN Focusing_VVG too_AV0 heavily_AV0 on_PRP large_AJ0 databases_NN2 ignores_VVZ the_AT0 growing_AJ0 trend_NN1 toward_PRP",91280924,91280924,permit,future users  ,comprehend,verb,unclear,active,inanimate,animate,written,applied_sci,personal,non-imperative,10,2
